building_id,total_price
X5gsdTWGS3W7JJQB,22948
BTshNOJyKHnT2YIT,26929
dhdymr0lV8N5kZOT,77978
VEwyGGMcD56w5BOc,819705
wmUeMoJZfsqaSX9b,4141
EtBjGAHmHCe9t7TZ,21969
hPNH34vmaZtvBtqc,661846
wXjeI38bYDMJJwZC,175582
fxZSGX6aPAFKU8W4,6548
ewr0Fx6ign87OwaV,390694
gHKurnEP4AowzsLg,16026
PmLfTgY2FElLrTl0,103434
eM2NppIOwzW0o8iy,84308
dxxwNun97NH4WTrZ,7810
jykBfhh3vdeFUi3H,25592
NlXbvdFfmJZf3L18,269896
D7jaFWHCzSqLBwdt,21931
L10dBBdqGmemweSl,17147
OgB0AdiPKlElakKN,50104
StiWNN1GQrpPBOYt,276389
a016eMAVQKnfwMnt,481912
gsCFcQHnOH3AKMcZ,151515
IbNsDXfsPwSuFpow,773621
EgAVWOVxD1Jy5YkE,2587
BrKghvR76XdbQPnx,54672
a7fxkXTnUGWHUmKG,81027
WgzXa170DfpzpURE,105427
JPWqZbLq0VNC0yKI,374807
JQgTtbVstqFZwEK1,7013
bCSDbEthlS3nSIor,11654
Eg8c7ZRbL0gyAEAb,2808
zsFOujpX1WUIkeMD,7847
jEvQfHD89c14eFJj,16149
bU45TrRjtoRJpiOl,1036608
YLKpsew5dW75vksT,68552
hZ1FFAGWfwM7Q5qr,8873
uAE5aaysJhyG8lRW,13130
qxNpqoav46ab8aX0,170358
tw5gw9arRECzmh5o,14720
yn4pyBYVb1GcpQ1T,42215
bE4xwsO642wMGDiH,17083530
aahqDoaTCZYPUnYs,56019
YV43AlJLyiYsBy7N,774686
XUoZvwp3G5Uqr6es,75515
xtfOOyS24DmebcrG,49854
kHySzvJu1pAOGGr8,325353
SJLj6Ars5P1fN8uS,202200
R9A8BJ65VWVztrwJ,408917
CVz3pN9nF05lPP5u,6002
vvgK6NlGq4dXvuOQ,31094
C1h2FivTfEeJpv15,515176
N2z4leXPR8YG1qOe,14627
sag3ekvoyZCZgkfV,324472
Uk5ex47eeWALNICk,35564
vAl9UtIB6CJkKDqG,3883530
hnYkYGw5QAKE4mKe,56278
dGDaCQGvz1JFUpFs,29756
O5Hw3gWy8trecv9H,358045
tMEj7u0YNW1xuLxf,4872
rcPOpyDivowJQm5A,11495
FB5zv79bd6nHV1It,15710
SjqLJfNVstz2Vt0Z,64662
uv27X0eFKdbSphM7,131305
yVbxVL3euuIqmo7V,258171
VvwRRzQcDprObjXd,958221
j1eSrtTGv0lNjzBU,225709
UboKsiWuyCQXXIsA,93340
R3LK3b1cYHJDoS7T,80496
ii5gSN8z6AOorjQs,71355
iFtImxGUUlXbkD9b,8445
W4cY4JyAXjYXY1tF,4166543
HM9qAA76VLEkoqyU,66840
fX3cUCjz6wSjn6N5,347834
U7whXhR0NtRb2VTK,30823
VP1NDCBMrjip2Bnd,49380
SOZVhFbbbVloA5qP,166278
pJS9qvsg4qskb1P9,373824
Rfg7BpDZLZd445AX,22277
olfnSSZRvyQuIxaI,287890
x61xqhi8kwd9xmmN,312882
ejGoSLE9isKffLmw,376147
Vx7bSFwMnNMCx9oB,49662
S9TXbscnO5DoawSU,237725
WdVARdRcN8x7AK1d,7883
pStv2kkxELhBBK2G,853062
LPJuTqqcd2bQpaQk,41040
CjKHQBAnor8AP2eB,238555
PIo9FQYkpDvE32Cw,55522
Q8dFQs5lhVAiEJTE,537273
GVWNfdARZFl4J5Wx,62280
yfvg6l0mtujabRT0,56774
PVAuCtLbP23qr2zL,150950
iwJrgniIhfPTCTmt,15250
tvGpSGlGKclWmFYm,751014
Ak8AvJmjEw3jSzPD,16834
z2CovcitJJmVZFvU,340732
XCs3JK6zTfApKRQq,108172
ycrEEXCVOZ2VFtDj,22664
MheS1bq7OcDGJ05M,3655
pAlE5srDfK8zDu8o,1738795
ObAaFE67g31BlRpo,61047
uX03fWvPUQI1k24X,53251
qYtmXmJZcCxsYR16,98216
xOpEoO94sMg0pmgK,31315
WOqQh2t52P3sHypx,41804
zSOQn8ONXwfK1YMz,52893
wErmbQpjJ0KXYt3g,3027
PZkZQcO1joCaJu4m,58740
qQsKdbjFMUCiKncB,3699197
VGsTcb8wMZWT5UjC,96281
kzk36KgPb6OHgRGQ,598462
wv16qReSoCwACjGq,421938
CqnauNV66YHe1gks,18007
oEXDouE9eVB5K8T0,30564
lQtwWVt7IM3E2gLv,308981
C1tDWNNe6GWNzjxF,176207
hPQk6g6q96fEA6qf,17518
z8DrddTDmE9edR3g,52336
HUJHDhbsEKjDU375,30284
HCvpwrAaIz1gj9vB,12616
uxdQDOZMTkgMXF87,424327
E0gBmfDjtixwUA0k,264935
IkZq7qHsY3vSSwcR,5236
WR60rAEhGqmpGGPQ,180367
QNiCWRVsm0DOcqkc,34246
qFavghdEze2w15he,13262
sZl3Xo0wUvZqHF95,57315
u1ABCsLuOqw7xeSg,401439
JrPbCAZvRUc1oIqh,768759
yn5Kp6YGrksLtWaR,1191
sDbbvPTKNYvnkBEP,88217
QgT6Z9Min017dB2H,46806
WKx1rO3DeALb6HGl,144099
ByxhTXwxWIzViLVM,11717
yXEw1aQQMhSrxqSR,19697
slnIW7o6rSjiHBTo,411267
TS475FK6SbqORxRf,447829
cnK6gMaFxsDO9UyT,2615
MrPuFIhhBsGLWG6j,24327
z5r0q3mS6g4AdXmz,118641
Xsn2nvFborqzWEDy,27200
Eg79yeZBAFgZzKmd,1382591
hXBEiDoNgbjADWN3,64970
qLDW5vb8gODBBvrP,780211
ZdlblPDUtFcPzPVG,119435
JQjuVCoV1cMPIlE8,11070
kEXBTA7suwUCFuDy,111873
aCNZPpPNGfirFbiq,405310
YBDD94i8AhJFvNTX,113152
q7uATN6vpk4oQd7Z,1203
gguJ9pV2OYi3Jk0q,20160
QTSwKBCSHsVJ98Qs,26259
xBjTFMnuysBHgGwy,8902
ZifOqSywxPB5pOc9,880951
fKmpn4H3GLyD2PUy,23780
h2nph9dHHWa0J6fb,1048
ZmcP061oB7pLvwWI,507608
HhAGxXznlCCHBLRq,28207
WairBGJvbWqBhyfr,33301
am6VBxbgo9B6nEi2,2677859
T30SXsl2ZVCbhIf2,72688
Az6W8JkPtYh5UXJH,36462
TP3o1eIQ3EkvnejY,84753
APeCKSkTyUA17R6k,6840
R02iMiEZkmsiwn0U,13189
RxGjrcrzYj63KzlM,33311
dfGXvK2a8KfinpeH,31933
ORobsxUS7gfK0bX4,341792
AzPpJz3T62VmkxrS,34614
DFfBG3ipPRPVprt3,49726
zYZ4mFDXFj8NoiHT,6483
MwV3Ve3wqFjXXIEQ,16518117
YGvFSY3UbKzqUWsu,394633
EgApP0wpkfO5czAT,376416
yaEMimjW6RuytmdP,150023
swYl8YGXondenmoZ,8483
QQrkTCqzHS3JKGyi,20817
rTcCpOJ38Pl9tt1E,44428
F0aeIVKrnkIbAl5D,267361
fV9iRaOCYqJqr9SS,127463
ObVWj9qMlSFLTzD4,17530
n1e7tlFzODL1Je5e,13203
ByzgK6XH2FXj3Zc9,24102
mbZY6kO9JRKSIYJZ,450844
zdEOZ8rVZUIcAsnn,6615
LcHRmjVTUY1d8zAr,267071
GpldOFFYRWdLctvy,232274
agBX2FCIatw2gl6F,9277
qNtrq7aAefpIVJmz,361610
nvRQHtY8IPVydFgd,155874
iBVc1i0Nz2iVLRsJ,606945
DBzhjFNu9v1vJeCD,8272
EIxpX2lay3NyyhmD,349501
LraHARJze06NLWEj,12515
JaefG5EBsZ0SYwxl,70683
Xkb3CuiMr2KfmhLD,133012
fNFGKvxBrDUNTwAy,20713
y1p1XsrgmvAxIEHf,2996
wWqRMAbTZCpNO4ps,234138
yFhkc4piKpQm6VYg,21686
CDRQ7vsDJH1NHBQx,40572
OAfBKiNWwxlng9mn,1558423
OHxgQWgXCfDf6M78,30776
clotOLowKmXI8QYL,211712
LPaxAt9FlQWzcXKA,297157
ZzotlYNcNBPq7fBB,681100
PBG6hOt5APgz8rp8,460263
Y5ZFW4XTOyRONMXo,451966
U9zBPGFeGJoWnRNd,567768
fv5UlMh1Z79JpWia,74493
STMFK1u2A2DAdJoL,10944
OqLnGFjpkobraVmq,30513
XWfag8HrTzUIS1ZE,64296
JXifyDIQDlJqt2RB,63786
IuqvjqVrqhABDFNo,18061
iK1jUSPk2MamJTY2,745102
jwvjXw6Gwpa194Bt,25273
KLL1mBjOqfz3SV8R,82844
vjhZ7fGwu9E2auLB,9518
tXIARKw0fhvToapx,22914
XnRk3lrWhWEoui7Y,376180
pBciCIzGIvsCYXiT,8141
xNUaqMw3oII2UTor,195548
T9LW8x3knqqPwgkK,6003
FgWZozt3nzyCUXnM,55965
EoRnK4go0ALg43mw,66627
XqL9tVDheeEv2io7,14397
PmwOSKCRuUFPDDBJ,3030455
WycRuB5bZxXlWV2W,59652
YWjv0ZV8eA0mZRF2,94643
vk7qCF738HETEQt9,114712
YDhAKIfORED4vkHa,833875
u9AL6k4rKAvzyy8C,169174
QT1GLgw9A8wfdzeU,51286
iKl5qy3KvaIWHI5R,22331
YfKbANQ7jSe2qC9Z,26652
MNbXMNnVE0Bqbxf3,18817350
UjOE3ivHhkdPmXUa,11362
hKTU0Op9oP4FvhvB,53278
lT9WVqZ7TkdeINoK,283618
kJUVIk8qkUxonpMu,21607
TLt2tu487OJzEJy9,2992
GDt9566htTubVXNa,1121
xnLBXKCU491czlkd,315916
dk3U2kpoCxE0M3A1,530714
ovUA0IOIK7scMkp0,15753
Ka5lABZoycJYdG0J,83981
Kn0sQ9WYuOaTJup1,53866
ZCmnxtyZ2LmAHK6C,5948
OzyHgftPmahSMoUy,117890
DCcPK0Bz4s0K94qw,591207
SrJnp9FVj1NOaHKD,4017
jFdgPNw1UOrCgz9R,422703
D2A41lcn8ogEEv3U,663563
bBLdAVyUfZHFc4J8,556939
WyDY0LJgEQd3w3oI,62067984
a4gxzrqCDYXkHVRO,3461
Q8tRkhnt1LvzQfbd,45392
F9POw6Q1VfzwmvZl,3398795
OSoIi62sdAPjvwaW,101604
lt618dECCJP52hga,8742
H5oSlW1NjS9ZkCUd,38267
fHnPAGPz5H4A5ncG,10117
eFfKOULeH9AHevP1,190757
pWHziGEbYHeiqxkR,233241
A4IbRxiHEW1s4xWm,712744
b0xHPupe27UC1FWh,120504
pBmRZjKEU8elOEMZ,183154
s24dzeasNBMNF3wQ,46874
lL4m4LIGc8eUAGRj,1901
BzZWsahUzzS3EQmU,5946913
BIqC8wsRT6MNxbzM,653987
TUGRyPGknO34y8hV,34160
ZWSVfJFRnVZDHyzK,1834962
EqNZT67tmO3KPrqn,295335
YfbZKFyAsmd83IJi,136153
pItSwTjdw2DINQWs,2411
WaPiavWHltptNbiS,506587
KmuwdIMCQGWeZDn3,1784
vTJcIJp1zdWYk3kT,-2147483648
OsjsbMMgKgovRTk2,114550
QvoUBJknCLftjUU0,150436
Afjjm6CkG8dZo6OE,1050871
W0cLXW9frbcSwuC9,109788
zC7hzK78U81hpDEG,19035
mzH5SvOrRZMcTb3n,340106
AGVbuClWykBxzPpb,585423
Z6vMNaMXR8E2gcIU,24536
N7FRMJ3hgQwfo1iN,43435
jyKCqmgaCBs1R5iK,641868
KGdN81DHpFvcVTWf,410777
oEslaw1NKEwgpXUf,1387748
JnHUpz9gPQhtqd3U,29155
j75Tml208GAPF0ZT,13818
XcPpoaJn055moHJj,108010
WANQg2FCfpBEhDr2,8222768
L6y4nBs2Zgeo15wn,19669
FbOhSq5jm5HxTRYP,125793
TPXOb7vFP9DnYxE4,76749
NAPUQh4xFzH26QfH,28024
QNguheAhZm7YQHam,143322
wZ7dGYIo0H4BDqHq,699551
wGFXdPqwvY1rYpQb,369533
v0g7kjWLOxF9i3bH,1072401
tKEgaj3SpF7MX1Lx,53259
GRKatZcaqWCvwCqT,3178
UqRU7fxTRPVGNkkN,74468
Z3j3wsMfNEI4syDN,6520
Sn2SUoc6dIXb40Yv,2625
gdaG1pBiHSca2Bmf,448928
P8VJ9OpNOzi1pNHs,4402
ERFxy1azCrajGP3q,63134
z00qPV7VEUhIAypg,8241
xmGVL8St30J9SJ1e,18882
iuxiZi3C6ZUa1YBu,31013
EOz8xhQVHxKBO6dp,314925
z8ABzKTS6c05meQ7,195327
aoMjwZlKLyn23eLG,66658
PPXYuMG7KRnHWU7m,25929
Hvq1x5a6WWYC72Kj,198095
mroqSuY3Lhzj4qwY,2753811
VPqfAXR2SFZidsdv,945275
knNaEtdD9y4xVYXf,87594
Z1oHXu9mV3VDjlUX,61072
B6sklEIe4jOQbQ7y,382936
zRKJAGjv3Otkog5j,17666
gwZYP0QegoM1o8XH,19112
SbB2CCkhKq5geOMa,26708
RDqhroeuoXxU7g3l,7161
k2XTiqNucNtmOM0P,1367613
y3r6qkIAZJCH4Bl6,473563
JYrFLGonYMChc3S0,2673
ttTAgCyZcjj4XNaw,18792
KlILMXtubFCLXNQs,36844
EC6iErlPbg9KdQgm,5055
tX892BaqfnSORhJO,995441
YyHL06puF4yThClZ,136239
Wdak4Ahbtg1vxW8z,113512
VVvppAbrpUbCGyqr,682181
roaRzR8rcOGClB8Y,29050
pJ5BEyHtdkCUZig5,57384
fX0PPuP18QBEfdYk,14396
XfG52ndMtJhIpXQ7,62313
kmT9RNLFgZcCP4qJ,349062
pTbBhjnETaFwPgYt,1955
IGe1Q4QaA5vbOAUv,1064868
lg4LiPwspfhdfdEz,41516
ynZPsnqCi5gFtSo2,71985
kum5RaK8OCRYfRCL,398911
RDuHaE0ClNtK6kGH,16651
iRAHsGxzoPySxxS0,6895
vHmW6y9nlz0lJQyZ,2595
b1UXxwiJiyu23FDd,25457
Xd4zehBZFk2ySozC,7860690
tQnYe5oeR1AYOqPq,70719
YdFynogNns4LP1ys,30542
jXYeqeXt44QI9H3Z,39976
Ar3WVfsk4ue0khNC,13000
qbDkoK4I7AXWNN0F,55492
zVrJHctlDMZrgSRX,251571
tFXJMLESkx7F626M,16656
cU9o0HShjhkVG0aA,31653
gswsq5jNeDy8cslD,37188
X2paTKayGacJEdQk,378752
NJYAPujtH1ZGkFH6,321803
t7JUNMtfU9aAZbFy,422452
yPcc6tzVj7wWszhR,293272
pEnZkUYbYyIe5eHU,81874
cDGiEwRMaEk6ILm4,177257
qWHLhIF1IcSdDnas,1495
CSXDxxvDA1sLozvj,46765
Pa3gj4P3dnTTqCBQ,1846284
QTVI4Dog1YbjVgmH,395368
qT3Js3sVcxAau2U0,71164
Xa9SKgTqRQH9G3AZ,19332
u8gKhfoWZz7ySjyx,190167
hntBFyRN7WkEPmhV,51333
LeWWsjS1zU7xBlan,4740
IlCkGLRpUCKViMZs,408009
Zu2BIyMBKqKADghc,379927
drzAOTGxpDdMQFMZ,17606
zzNxAsYc4pCLb8cT,829063
W2Xf9MhCFy4SVz5O,17255
cHc2ax8CLDnTbq5k,238510
AgU5cPhryY8kmRkO,15699
ivYExq1o9KISbE9G,32970
cDddzzxltOWjQRy1,78862
aqudhKZ7GPrKJ6tl,196916
qlop7geh3C82s5XC,466398
IXQIVe4zX5z7guwN,140155
O9ncDr3lyvkT6WG7,459627
GZejKzKBSP3B68fa,45230
SWPKRlVBvWvIfKZX,123065
Nwo8qlPTyycuiSYq,30720
HedYuHjg7bxf5szU,428434
Ibce2HgqQVZXq0kS,5552
dSLYzSjuBNcq8C9d,510947
