building_id,total_price
X5gsdTWGS3W7JJQB,10799828.423247034
BTshNOJyKHnT2YIT,3966098.619338125
dhdymr0lV8N5kZOT,10789452.82112586
VEwyGGMcD56w5BOc,5252304.214487129
wmUeMoJZfsqaSX9b,1452892.3831984038
EtBjGAHmHCe9t7TZ,3532592.4949903954
hPNH34vmaZtvBtqc,11611939.317989385
wXjeI38bYDMJJwZC,7638203.508587948
fxZSGX6aPAFKU8W4,1642527.5844407436
ewr0Fx6ign87OwaV,3472922.5505761043
gHKurnEP4AowzsLg,918402.2899373143
PmLfTgY2FElLrTl0,5176577.893804071
eM2NppIOwzW0o8iy,10570720.562287739
dxxwNun97NH4WTrZ,2656161.2933720853
jykBfhh3vdeFUi3H,3871189.906426468
NlXbvdFfmJZf3L18,22407637.50505371
D7jaFWHCzSqLBwdt,1010791.8418714799
L10dBBdqGmemweSl,6482481.939222226
OgB0AdiPKlElakKN,1062288.667361628
StiWNN1GQrpPBOYt,2609840.8001183057
a016eMAVQKnfwMnt,19466844.881653253
gsCFcQHnOH3AKMcZ,3377594.9229982295
IbNsDXfsPwSuFpow,5495553.693420645
EgAVWOVxD1Jy5YkE,1228652.2198685359
BrKghvR76XdbQPnx,5175561.136540073
a7fxkXTnUGWHUmKG,15272404.058893748
WgzXa170DfpzpURE,8126529.517429705
JPWqZbLq0VNC0yKI,11837704.65811785
JQgTtbVstqFZwEK1,470286.4602558121
bCSDbEthlS3nSIor,1743236.8520982822
Eg8c7ZRbL0gyAEAb,2500168.4674139144
zsFOujpX1WUIkeMD,2433025.192781965
jEvQfHD89c14eFJj,10630913.019736445
bU45TrRjtoRJpiOl,8529436.43692147
YLKpsew5dW75vksT,6461951.122489697
hZ1FFAGWfwM7Q5qr,1618137.8571979052
uAE5aaysJhyG8lRW,9109814.577175712
qxNpqoav46ab8aX0,14538347.304144664
tw5gw9arRECzmh5o,8734156.30749069
yn4pyBYVb1GcpQ1T,4261089.7464189
bE4xwsO642wMGDiH,591519985.1224576
aahqDoaTCZYPUnYs,2441949.5204707473
YV43AlJLyiYsBy7N,10604385.987202281
XUoZvwp3G5Uqr6es,6232318.9581424715
xtfOOyS24DmebcrG,12244233.202924028
kHySzvJu1pAOGGr8,8069224.215103608
SJLj6Ars5P1fN8uS,16420026.041804934
R9A8BJ65VWVztrwJ,12247356.848685212
CVz3pN9nF05lPP5u,1769987.0035866515
vvgK6NlGq4dXvuOQ,3644990.9639018322
C1h2FivTfEeJpv15,37324360.48354702
N2z4leXPR8YG1qOe,1854566.2777257464
sag3ekvoyZCZgkfV,5213182.86425667
Uk5ex47eeWALNICk,3794442.3893884397
vAl9UtIB6CJkKDqG,8549399.994882965
hnYkYGw5QAKE4mKe,901052.3018679689
dGDaCQGvz1JFUpFs,4743536.754721372
O5Hw3gWy8trecv9H,25257008.339311708
tMEj7u0YNW1xuLxf,859544.5686506894
rcPOpyDivowJQm5A,2574600.7547405898
FB5zv79bd6nHV1It,1128828.551963589
SjqLJfNVstz2Vt0Z,6882818.575496526
uv27X0eFKdbSphM7,12185258.012148336
yVbxVL3euuIqmo7V,7341624.257150554
VvwRRzQcDprObjXd,15751756.55640094
j1eSrtTGv0lNjzBU,32616746.18687984
UboKsiWuyCQXXIsA,4508276.3191245645
R3LK3b1cYHJDoS7T,1190039.6438107288
ii5gSN8z6AOorjQs,6658161.047491676
iFtImxGUUlXbkD9b,12390042.67352571
W4cY4JyAXjYXY1tF,19512091.159616634
HM9qAA76VLEkoqyU,10742548.982408162
fX3cUCjz6wSjn6N5,1726749.2042373822
U7whXhR0NtRb2VTK,5356973.244107701
VP1NDCBMrjip2Bnd,7758536.609396144
SOZVhFbbbVloA5qP,597421.3595537574
pJS9qvsg4qskb1P9,32367138.627561755
Rfg7BpDZLZd445AX,1763945.0260336963
olfnSSZRvyQuIxaI,34424030.604248784
x61xqhi8kwd9xmmN,3728945.713532183
ejGoSLE9isKffLmw,22850357.483569454
Vx7bSFwMnNMCx9oB,3806079.734318685
S9TXbscnO5DoawSU,2330652.708899507
WdVARdRcN8x7AK1d,5895008.325202534
pStv2kkxELhBBK2G,11111549.552212559
LPJuTqqcd2bQpaQk,11057946.538189344
CjKHQBAnor8AP2eB,4501949.8283982305
PIo9FQYkpDvE32Cw,11314291.383818775
Q8dFQs5lhVAiEJTE,10860794.067161312
